movie_title,gross_total,max_theaters,opening_weekend_gross,release_date,score,running_time_min,production_budget,genre_action,genre_adventure,genre_animation,genre_comedy,genre_documentary,genre_drama,genre_fantasy,genre_film_noir,genre_horror,genre_kids,genre_musical,genre_mystery,genre_romance,genre_sci-fi,genre_tv_series,genre_thriller,genre_war,genre_western
August: Osage County,37738810,2411,179302,2014/01/10,6.7,121,25000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Million Dollar Arm,36457627,3019,10515659,2014/05/16,5.7,123,25000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
This Is Where I Leave You,34296320,2868,11558149,2014/09/19,5.4,103,20000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Gambler,33680992,2494,9129999,2014/12/25,5.9,110,25000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Paranormal Activity: The Marked Ones,32462372,2883,18343611,2014/01/3,4.3,84,5000000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Nightcrawler,32381217,2766,10441000,2014/10/31,7.3,113,8500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Chef,31424003,1298,204961,2014/05/30,5.9,115,8500000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Get on Up,30703100,2469,13585915,2014/08/1,6.3,138,30000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3 Days to Kill,30697999,2872,12242218,2014/02/21,4.9,117,28000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Deliver Us from Evil,30577122,3049,9740471,2014/07/2,6.4,100,30000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
When the Game Stands Tall,30127963,2766,8381509,2014/08/22,5.5,111,15000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Draft Day,28842237,2781,9783603,2014/04/11,6.1,109,25000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Oculus,27695246,2648,12005402,2014/04/11,5.6,105,5000000,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
The Best of Me,26766213,2936,10003827,2014/10/17,5.3,117,26000000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
A Walk Among the Tombstones,26307600,2714,12758780,2014/09/19,5.8,114,28000000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
That Awkward Moment,26068955,2809,8742109,2014/01/31,4.7,94,8000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Her,25568251,1729,260382,2014/01/10,7.5,126,23000000,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
Boyhood,25352281,775,387618,2014/08/15,7.3,159,4000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Top Five,25317471,1426,6896593,2014/12/12,5.5,101,12000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The November Man,25018119,2776,7911597,2014/08/27,5.2,108,15000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Endless Love,23438250,2896,13307125,2014/02/14,4.8,116,20000000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Pompeii,23219748,2658,10340823,2014/02/21,4.2,102,80000000,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Transcendence,23022309,3455,10886386,2014/04/18,5.2,119,100000000,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
Brick Mansions,20396829,2647,9516855,2014/04/25,4.5,90,28000000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
I Frankenstein,19075290,2753,8610441,2014/01/24,3.7,93,28000000,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
The Legend of Hercules,18848538,2104,8868318,2014/01/10,3.3,99,70000000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Nebraska,17654912,968,140401,2014/01/24,7.4,115,12000000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Addicted,17390770,1037,7485346,2014/10/10,3.6,105,5000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
A Haunted House 2,17329486,2310,8843875,2014/04/18,3.7,87,4000000,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
A Most Wanted Man,17237855,801,2687227,2014/08/1,6.2,121,15000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Begin Again,16170632,1302,134064,2014/07/11,6.8,104,8000000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
The Single Moms Club,15973881,1896,8075111,2014/03/14,4.5,111,8000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Devil's Due,15821461,2544,8308220,2014/01/17,3.4,89,7000000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
And So It Goes,15160801,1816,4642329,2014/07/25,4.8,94,18000000,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Step Up All In,14904384,2072,6469857,2014/08/8,4.5,112,18000000,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
Beyond the Lights,14618727,1789,6200284,2014/11/14,5.7,116,7000000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Sin City: A Dame to Kill For,13757804,2894,6317683,2014/08/22,5.7,102,65000000,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Labor Day,13371528,2584,5175282,2014/01/31,6.0,112,18000000,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
Inside Llewyn Davis,13235319,729,405411,2014/01/10,6.7,105,11000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Winter's Tale,12600231,2965,7297694,2014/02/14,4.8,118,11000000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
The Drop,10724389,1192,4104552,2014/09/12,6.4,106,12600000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Magic in the Moonlight,10539326,964,412095,2014/08/15,6.1,97,12600000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Sabotage,10508518,2486,5272444,2014/03/28,6.7,76,35000000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Moms' Night Out,10429707,1046,4311083,2014/05/9,3.4,98,35000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Quiet Ones,8509867,2027,3880053,2014/04/25,4.3,98,35000000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Legends of Oz: Dorothy's Return,8462347,2658,3747780,2014/05/9,4.1,81,35000000,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Vampire Academy,7791979,2676,3921742,2014/02/7,3.5,104,35000000,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0
Bad Words,7779614,1074,113301,2014/03/28,5.6,86,10000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Railway Man,4438438,600,61845,2014/05/23,5.9,111,18000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Wish I Was Here,3591299,753,484401,2014/07/25,5.6,110,6000000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Before I Go to Sleep,3242457,1902,1843347,2014/10/31,5.4,92,22000000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
The Identical,2827666,1956,1587137,2014/09/5,4.8,107,22000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Raid 2,2627209,954,165292,2014/04/11,7.0,150,22000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Tusk,1826705,602,846831,2014/09/19,4.2,119,3000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Persecuted,1558836,736,851391,2014/07/18,3.5,91,3000000,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
The Rover,1114423,608,69302,2014/06/20,5.7,107,8500000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Men Women & Children,705908,608,48024,2014/10/17,6.7,145,8500000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
23 Blast,549185,617,337091,2014/10/24,5.2,98,1000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Star Wars: Episode VII - The Force Awakens,936662225,4134,247966675,2015/12/18,6.8,135,1000000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Jurassic World,652270625,4291,208806270,2015/06/12,5.8,124,215000000,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Avengers: Age of Ultron,459005868,4276,191271109,2015/05/1,6.3,141,365000000,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Furious 7,353007020,4022,147187040,2015/04/3,5.8,137,190000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
American Sniper,350126372,3885,633456,2015/01/16,6.4,132,58000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Minions,336045770,4311,115718405,2015/07/10,5.7,91,74000000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Hunger Games: Mockingjay - Part 2,281723902,4175,102665981,2015/11/20,5.6,137,160000000,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
The Martian,228433663,3854,54308575,2015/10/2,7.0,142,108000000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Cinderella,201151353,3848,67877361,2015/03/13,4.4,112,95000000,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
Spectre,200074609,3929,70403148,2015/11/6,6.0,148,300000000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Mission: Impossible - Rogue Nation,195042377,3988,55520089,2015/07/31,6.3,131,300000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Pitch Perfect 2,184296230,3660,69216890,2015/05/15,5.3,115,29000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ant-Man,180202163,3868,57225526,2015/07/17,6.2,117,130000000,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Home,177397510,3801,52107731,2015/03/27,5.7,100,130000000,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Hotel Transylvania 2,169700110,3768,48464322,2015/09/25,5.7,83,80000000,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Fifty Shades of Grey,166167230,3655,85171450,2015/02/13,3.6,124,40000000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
The SpongeBob Movie: Sponge Out of Water,162994032,3680,55365012,2015/02/6,5.1,93,74000000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Straight Outta Compton,161197785,3142,60200180,2015/08/14,7.0,147,28000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
San Andreas,155190832,3812,54588173,2015/05/29,4.7,114,110000000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mad Max: Fury Road,153636354,3722,45428128,2015/05/15,7.1,120,150000000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Daddy's Home,150357137,3483,38740203,2015/12/25,5.0,96,150000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Divergent Series: Insurgent,130179072,3875,52263680,2015/03/20,5.3,119,110000000,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
The Peanuts Movie,130178411,3902,44213073,2015/11/6,6.2,93,99000000,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kingsman: The Secret Service,128261724,3282,36206331,2015/02/13,6.8,129,94000000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Good Dinosaur,123087120,3749,39155217,2015/11/25,6.2,100,187500000,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spy,110825712,3715,29085719,2015/06/5,7.2,50,187500000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
Trainwreck,110212700,3171,30097040,2015/07/17,5.1,125,35000000,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Creed,109767581,3502,29632823,2015/11/25,6.6,132,37000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Tomorrowland,93436322,3972,33028165,2015/05/22,5.6,130,170000000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Terminator Genisys,89760956,3783,27018486,2015/07/1,5.3,126,40000000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Taken 3,89256424,3594,39201657,2015/01/9,5.1,109,48000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Alvin and the Chipmunks: The Road Chip,85886987,3705,14287159,2015/12/18,3.9,86,90000000,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Maze Runner: The Scorch Trials,81697192,3792,30316510,2015/09/18,5.2,131,61000000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Ted 2,81476385,3448,33507870,2015/06/26,5.1,115,68000000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Goosebumps,80080379,3618,23618556,2015/10/16,5.2,103,58000000,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Pixels,78747585,3723,24011616,2015/07/24,4.7,105,90000000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Paddington,76271832,3355,18966676,2015/01/16,6.1,95,55000000,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Bridge of Spies,72313754,2873,15371203,2015/10/16,6.8,135,40000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Paul Blart: Mall Cop 2,71038190,3633,23762435,2015/04/17,3.4,94,38000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Big Short,70259870,2529,705527,2015/12/23,6.8,123,28000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
War Room,67790117,1945,11351389,2015/08/28,4.9,120,3000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Magic Mike XXL,66013057,3376,12857184,2015/07/1,4.2,115,14500000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Visit,65206105,3148,25427560,2015/09/11,5.9,94,5000000,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
The Wedding Ringer,64460211,3003,20649306,2015/01/16,5.3,98,23000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Black Mass,62575678,3188,22635037,2015/09/18,6.1,122,53000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Vacation,58884188,3430,14681108,2015/07/29,5.4,103,31000000,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Perfect Guy,57027435,2230,25888154,2015/09/11,4.3,100,18000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Hateful Eight,54117416,2938,4610676,2015/12/30,7.3,167,62000000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Focus,53862963,3323,18685137,2015/02/27,5.5,104,65000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Southpaw,52421953,2772,16701294,2015/07/24,6.5,124,30000000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Insidious: Chapter 3,52218558,3014,22692741,2015/06/5,4.9,98,30000000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Selma,52076908,2235,571450,2015/01/9,6.6,123,20000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Poltergeist,47425125,3242,22620386,2015/05/22,4.2,93,35000000,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Jupiter Ascending,47387723,3181,18372372,2015/02/6,4.4,127,179000000,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Sicario,46889293,2620,401288,2015/10/2,6.9,121,30000000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
The Man from U.N.C.L.E.,45445109,3673,13421036,2015/08/14,6.4,116,75000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Spotlight,45055776,1227,295009,2015/11/25,7.3,121,20000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
McFarland USA,44482410,2792,11020798,2015/02/20,6.3,124,20000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Gift,43787265,2503,11854273,2015/08/7,5.7,106,10000000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Everest,43482270,3009,7222035,2015/09/25,6.3,118,65000000,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Night Before,43047372,2960,9880536,2015/11/20,5.2,101,25000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Krampus,42725475,2919,16293325,2015/12/4,4.9,98,15000000,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Max,42656255,2870,12155254,2015/06/26,7.1,120,20000000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Age of Adaline,42629776,3070,13203458,2015/04/24,6.0,112,30000000,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
Brooklyn,38322743,962,187281,2015/11/27,6.6,111,11000000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
The Longest Ride,37446117,3371,13019686,2015/04/10,5.6,139,34000000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
The Boy Next Door,35423380,2615,14910105,2015/01/23,3.7,91,4000000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Pan,35088320,3515,15315435,2015/10/9,7.3,112,150000000,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
Hot Pursuit,34580201,3037,13942258,2015/05/8,4.9,93,35000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Concussion,34542474,2841,10513749,2015/12/25,5.3,93,35000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The DUFF,34030343,2622,10809149,2015/02/20,5.2,101,8500000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Woman in Gold,33307793,2011,2091551,2015/04/10,6.3,107,11000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Second Best Exotic Marigold Hotel,33078266,2022,8540370,2015/03/6,5.4,122,10000000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Unfriended,32482090,2775,15845115,2015/04/17,4.8,82,1000000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Entourage,32363404,3108,10283250,2015/06/3,6.0,104,30000000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Paper Towns,32000304,3031,12650140,2015/07/24,5.3,109,12000000,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
Chappie,31569268,3201,13346782,2015/03/6,5.8,120,49000000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Crimson Peak,31090320,2991,13143310,2015/10/16,5.8,119,55000000,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
A Walk in the Woods,29504281,2158,8246267,2015/09/2,5.5,98,8000000,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Point Break,28782481,2910,9800252,2015/12/25,4.5,113,100000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Sinister 2,27740955,2799,10542116,2015/08/21,4.3,97,10000000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Last Witch Hunter,27367660,3082,10812861,2015/10/23,4.6,106,80000000,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
No Escape,27288872,3415,8111264,2015/08/26,4.9,118,5000000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Ricki and the Flash,26822144,2064,6610961,2015/08/7,5.1,101,18000000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Woman in Black 2: Angel of Death,26501323,2602,15027415,2015/01/2,4.2,98,18000000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Run All Night,26461644,3171,11012305,2015/03/13,5.9,114,50000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Love the Coopers,26302731,2603,8317545,2015/11/13,4.6,107,18000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Lazarus Effect,25801570,2666,10203437,2015/02/27,3.9,83,5000000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Ex Machina,25442958,2004,237264,2015/04/24,7.1,108,13000000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
In the Heart of the Sea,25020758,3103,11053366,2015/12/11,6.2,121,100000000,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Gallows,22764410,2720,9808463,2015/07/10,3.7,81,100000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Hitman: Agent 47,22467450,3273,8326530,2015/08/21,4.5,96,35000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Project Almanac,22348241,2900,8310252,2015/01/30,5.6,106,12000000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Black or White,21571189,1823,6213362,2015/01/30,5.3,121,9000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Aloha,21067116,2815,9670235,2015/05/29,4.3,105,37000000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Secret in Their Eyes,20180155,2392,6652996,2015/11/20,5.3,111,20000000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Shaun the Sheep Movie,19375982,2360,4038962,2015/08/5,6.8,85,20000000,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Still Alice,18754371,1318,197000,2015/02/20,6.8,101,5000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Paranormal Activity: The Ghost Dimension,18300124,1656,8070493,2015/10/23,4.2,88,10000000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Steve Jobs,17766658,2493,521522,2015/10/23,6.1,121,30000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Mr. Holmes,17737646,898,2434908,2015/07/24,6.0,104,30000000,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Dope,17506470,2002,6100010,2015/06/19,6.2,103,7000000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Seventh Son,17223265,2875,7217640,2015/02/6,4.3,102,95000000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Monkey Kingdom,16432322,2012,4577861,2015/04/17,6.7,81,95000000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Transporter Refueled,16029670,3434,7355622,2015/09/4,4.3,96,22000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
It Follows,14674076,1655,160089,2015/03/27,6.3,100,2000000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
American Ultra,14440985,2778,5454284,2015/08/21,5.1,95,28000000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Woodlawn,14394097,1553,4002226,2015/10/16,5.1,123,13000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Burnt,13651946,3003,5002521,2015/10/30,5.2,100,20000000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Love & Mercy,12551031,791,2122177,2015/06/19,5.3,93,2300000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Strange Magic,12429583,3020,5504441,2015/01/23,5.3,99,2300000,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Hot Tub Time Machine 2,12314651,2901,5963324,2015/02/20,3.7,93,14000000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Self/less,12279691,2353,5403460,2015/07/10,5.4,116,26000000,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
Far from the Madding Crowd,12236500,902,164985,2015/05/22,7.0,169,15495600,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
The 33,12227722,2452,5787266,2015/11/13,5.8,127,25000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Foxcatcher,12096300,759,270877,2015/01/16,6.3,130,24000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Unfinished Business,10219501,2777,4772613,2015/03/6,6.4,95,35000000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Walk,10137502,2509,1560299,2015/10/9,6.3,116,35000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Inherent Vice,8110975,653,328184,2015/01/9,6.0,148,20000000,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Blackhat,8005980,2568,3901815,2015/01/16,4.7,133,70000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Trumbo,7857741,660,74177,2015/11/27,7.2,96,15000000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mortdecai,7696134,2648,4200586,2015/01/23,4.2,106,60000000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
While We're Young,7587485,762,227688,2015/04/17,5.7,97,10000000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Green Inferno,7192291,1543,3520626,2015/09/25,4.9,103,1000000,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Our Brand Is Crisis,7002261,2202,3238433,2015/10/30,6.8,87,28000000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Me and Earl and the Dying Girl,6758416,870,196496,2015/07/3,7.1,105,8000000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Little Boy,6485961,1045,2750356,2015/04/24,6.3,100,20000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
The Loft,6002684,1841,2747342,2015/01/30,5.2,108,20000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Victor Frankenstein,5775076,2797,2469341,2015/11/25,4.7,109,40000000,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
A Most Violent Year,5749134,818,172788,2015/01/30,6.6,124,20000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Danny Collins,5637066,739,72459,2015/04/10,6.1,106,10000000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
90 Minutes in Heaven,4842699,899,2035273,2015/09/11,3.8,121,5000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Irrational Man,4030360,925,175312,2015/08/7,6.4,96,5000000,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Scouts Guide to the Zombie Apocalypse,3703046,1509,1841007,2015/10/30,5.4,90,15000000,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
